urlOfProject,nameOfProject,descriptionOfProject,problemSolved,challengesFaced,technologiesUsed
https://devfolio.co/projects/samarth-1f3e,SAMARTH,SAMARTH stands for Smart AI with Multi-functional Automation and Robust Task Handling. It is an autonomous AI agent which is capable to operate a browser to perform the required task given by its user,,,"Python, OpenAi, Google Cloud Platform (GCP), Replit, GPT, Google Cloud Speech to Text API"
https://devfolio.co/projects/openstore-caab,OpenStore,Open Store is a NFT marketplace where traders can buy and sell NFT tokens through the usage of ethers and track the ownership of digital assets.,,,"Solidity, IPFS, MetaMask, JavaScript, Next.js, Ethereum, HTML/CSS, Bootstrap​, Hardhat, Gold_vintage"
https://devfolio.co/projects/sekai-4f6d,Sekai,Collectively nurture the inspiring storyteller within us all.,,,"Solidity, React, Nodejs, Supabase, OpenAI API, Story Protocol, password for site is test1234"
https://devfolio.co/projects/plutusecurus-6148,Plutusecurus,The name comprise of Plutus- god of abundance or wealth- and securus meaning security. Our app targets to create a secure platform for ethereum transactions.,,,"Node.js, JavaScript, Java, XML, Android SDK, Express.js, DigitalOcean, Ethers, Docker Containers"
https://devfolio.co/projects/qlearn-a-gamified-d-learning-platform-13b9,Q-Learn: A Gamified 3D Learning Platform,Q-Learn: Level Up Your Learning!,,,"React, scikit-image, Python, Blender, TypeScript, C#, Unity 3D, Vercel, Streamlit, Coherence"
https://devfolio.co/projects/helping-hand-3,Helping Hand,Helping Hand connects volunteers to vulnerable people in need within their local community.,,,"React, Node.js, Heroku, Reactstrap, GitHub, HERE API, Express.js, MongoDB Atlas, Auth0"
https://devfolio.co/projects/trust-score-0527,Trust Score,"The Trust Score feature provides a reliable social network, decentralized identity, and a fair DAO model to establish trustworthiness and bring value to the NEAR ecosystem.",,,"React, npm, Rust, TypeScript, Nodejs"
https://devfolio.co/projects/saave-61c5,SAAVE Finance,Simplify DeFi with SAAVE on Polygon: Start earning today!,,,"Solidity, Next.js, AAVE, Chainlink, Livepeer, Polygon, Arcana, Curve Finance, Quicknode, Push"
https://devfolio.co/projects/kifu-1640,kifu.,"Donating made easy, the kifu. way",,,"TensorFlow, Docker, Flutter, Nginx, Google Maps API, Express.js, CockRoachDB, Linode, TypeORM, NFT.Storage (Filecoin)"
https://devfolio.co/projects/centauras-4110,Centauras,Centauras is a google meet bot to make online classroom learning more effective for students.,,,"Machine Learning, Selenium, Python, Jupyter Notebook, Speechly API, Google Speech Api, IBM Watson Speech to Text"
https://devfolio.co/projects/connectai-8da3,connect.AI,AI video meeting platform,,,"Django, OpenCV, Machine Learning, Yolov4"
https://devfolio.co/projects/sonosight-00f5,SonoSight,Smart portable and cost-efficient IOP Tonometer,,"Procedure necessitates the application of anesthetic eye drops.
Needs highly trained personnel.
High equipment cost.
Non-portable.
Expensive and bulky equipment.","Go, Flutter, Golang, Ultrasonic, Embedded C, MongoDB Atlas, NodeMCU IoT, Auth0, cloudflare"
https://devfolio.co/projects/explorar-3ad7,explorAR,"An education-based project for the student stuck in lockdown to explore various fields with the AR Technology, helps them visualizing the Different things in the world and the solar system.",,,"JavaScript, Google Maps API, echoAR, CSS3​, HTML5​"
https://devfolio.co/projects/decorgpt-b252,DecorGPT,Innovative Design Solutions for Your Home or Business.,,,"React, Node.js, Django, Unity3d, C#"
https://devfolio.co/projects/inoffice-pay-or-upi-for-businesses,InOffice Pay | UPI For Businesses,Business meets Mobile UPI Payments Built for official spends with RazorpayX,,,"JavaScript, JWT, TypeScript, MongoDB, ReactNative, HAPI.JS, Nodejs, RazorpayX API, Swagger UI"
https://devfolio.co/projects/financegpt-d127,FinanceGPT,Ask it anything about any company and it will answer!,,,"React, JavaScript, Flask, Python, TypeScript, HTML/CSS, langchain, ChatGPT 3.5, Vector Embeddings, FAISS"
https://devfolio.co/projects/qr-attendance-system-57c5,QR Attendance System,A very quick way to mark attendance of all students within local network.,,,"CSS, JavaScript, Flask, Python, HTML5​"
https://devfolio.co/projects/facepixer,Facepixer,Convert sketches to photorealistic images,,,"JavaScript, PyTorch, Google Colab, Jupyter Notebook, Streamlit.io"
https://devfolio.co/projects/streecare,StreeCare,Empowering rural women by educating them on various health & lifestyle issues and providing them an opportunity to make money by selling their handmade goods and support other women in the community.,,,"Dart, Flutter, Dialogflow, Google Translate API, Firestore"
https://devfolio.co/projects/mediumsv-blockchain-content-rights-platform-5946,mediumSv: Blockchain content rights platform,"This project is a content platform that utilizes blockchain technology to ensure the authenticity and ownership of articles, blogs, research papers, and podcasts. It provides a secure and transparent",,,"Node.js, CSS, MongoDB, Material-UI, React.js, REST, scrypt-ts, Neucron wallet, 1satordinal"
https://devfolio.co/projects/outrun-chase,Outrun Chase,"An outrun themed, multiplayer, cross-platform, thrilling racing and shooting game",,,"Blender, Audacity, Godot, Paint.net"
https://devfolio.co/projects/essential-grammar-in-use-quarta-edizione-italiana-pdf-6fc0,Essential grammar in use quarta edizione italiana pdf,Essential grammar in use quarta edizione italiana pdf,,,Python
https://devfolio.co/projects/ethereum-voting-machine-5280,Ethereum Voting Machine,"""A block you can always trust""
Our project aims to deliver safe and secure elections & at the same time, it does not compromise with speed and security using tech stacks such as Next.js,Web3,Metamask.",,,"Solidity, Ganache CLI, MetaMask, Next.js, Matic, Web3, Ethereum, Tailwind CSS, React.js, Truffle Suite"
https://devfolio.co/projects/extended-reality-1,Extended Reality,Virtual Reality at your fingertips,,,"Node.js, PyTorch, Raspberry Pi, OpenCV, Tesseract OCR"
https://devfolio.co/projects/x-foss-8d7d,X FOSS,"The X FOSS intends to simplify all aspects of  college's educational procedures, including student and course administration, creating an effective, user-friendly system for both seniors & juniors.",,,"React, Firebase, JavaScript, CSS3, Three.JS, Material-UI, discord.js, rest-api, tailwind, GoogleAuth"
https://devfolio.co/projects/bima-coin-b728,Bima Coin,"Bima for the people, Bima by the people",,,"Solidity, Python, ethers.js, Nodejs, Hardhat, Polygon, Polygon Mumbai Testnet, StackOS, Cartesi"
https://devfolio.co/projects/assetscooper-3275,Assetscooper,Aggregate low-value assets and swap for a more valuable asset in a single transaction,,,"Solidity, Redux, TypeScript, The Graph, Uniswap, nextjs, Chakra-UI, Hardhat, WAGMI/VIEM"
https://devfolio.co/projects/parton-1920,pARTon,We at pARTon Inc work together with Fine Arts Club IITR to change the world one brushstroke at a time. Our aim is to raise fund by selling the art pieces and use it to make a positive change.,,,"HTML, Node.js, CSS, JavaScript, MySQL, Figma, Adobe Photoshop, Express.js, Sketchbook on Ipad"
https://devfolio.co/projects/pentiumops-network-sniffer-monitoring-toolkit-41da,PentiumOps Network Sniffer Monitoring Toolkit,It is a toolkit which is used for sniffing the flow of data in a network.,,,"Python, shell, Bash, TCP, DHCP, DNS, UDP, packFilter"
https://devfolio.co/projects/zoomtipper,ZoomTipper,Add a virtual tip jar to your next Zoom event,,,"JavaScript, Matic, Web3, Ethereum"
https://devfolio.co/projects/enovate-me-e607,Enovate Me,Learn And Grow With Business Mindset,,,"HTML, Bootstrap, Firebase, CSS, JavaScript"
https://devfolio.co/projects/safeorg,SafeOrg,One-stop solution to restart the nation!,,,"React, JavaScript, OpenCV, SciPy, SQLite, Tensorflow & Keras, imutils, Express"
https://devfolio.co/projects/streevendors-52c3,StreeVendors,A platform connecting women-owned local stores with shoppers looking to support small businesses in their community.,,,"React, JavaScript, Docker, Tailwind CSS, DigitalOcean, Alan AI, CSS3​, HTML5​, appwrite"
https://devfolio.co/projects/latentfun-unfold-got-latent-b7a4,Latent.fun - Unfold got Latent!,"Unfold Your Talent: Showcase, Get Scored (and Roasted), Bet, and Earn with AI & Audience Power! Inspired by India's Got Latent, but better!",,,"React, Cloudinary, FastAPI, aptos, Elevenlabs, BASE, okto, Azure OneAPI"
https://devfolio.co/projects/teachus,TeachUs,We aim to teach those who've spent their lives teaching us.,,,"Bootstrap, Flask, Dialogflow, flask-sqlalchemy"
https://devfolio.co/projects/alpha-c4ed,Alpha,Your Helping Hand,,,"Bootstrap, React, Node.js, Django, JavaScript, Redux, HTML/CSS, Express"
https://devfolio.co/projects/puntorojo,PUNTO-ROJO,"Punto Rojo, just what your doctor ordered... ?

An efficiency-boosting system to help administrators have better control and transparency in fighting against the Pandemic.",,,"Firebase, Smart Contract, REST API, Flutter, Google Maps API, Matic, Remix IDE, Ethereum, Dart Programming Language"
https://devfolio.co/projects/hriday-ad19,Hriday (हृदय),For those who endure,,,"Visual Studio Code, Blender, Adobe Photoshop, C#, AR Core, OOPs"
https://devfolio.co/projects/craft-moon-469a,Craft Moon,A collection of Indian handcrafted home/office decor items,,,"React, Tailwind CSS, Material-UI, React Router, React.js, CSS3​, HTML5​, React-Bootstrap, aos, react spring"
https://devfolio.co/projects/diseases-prediction-app-834d,Diseases prediction app,APP for Healthcare,,,"Machine Learning, Android Studio, Heroku, Postman"
https://devfolio.co/projects/las-leyes-del-carisma-pdf-5d17,Las leyes del carisma pdf,Las leyes del carisma pdf,,,Python
https://devfolio.co/projects/nftable-by-trell-aa7a,NFTable BY trell,An Ecosystem that enables creators to make their own NFT DAOs,,,"Solidity, React, OpenZeppelin, Polygon, Filecoin, moralis"
https://devfolio.co/projects/virtual-food-grain-assets-12cc,"Virtual Food Grain Asset (""VFGA"")","Objective is to participate in developing a more robust and resilient Financial services sector that supports broader, balanced and sustainable development goals in Agriculture sector.",,,
https://devfolio.co/projects/alphas-second-chance-by-salani-pdf-07ab,Alphas second chance by salani pdf,Alphas second chance by salani pdf,,,Python
https://devfolio.co/projects/expro,Expro,Turning Excercising to Fun,,,"Node.js, TensorFlow, Machine Learning, Deep Learning"
https://devfolio.co/projects/dtravel-nft-roomnight-d029,Dtravel NFT Room-night,Changing the business model of the accommodation industry based on blockchain technology,,,"Solidity, Node.js, React.js"
https://devfolio.co/projects/cryptshare-3075,Crypt-Share,"Tagline : Share it because we care,we are security aware.

A nontraditional image encryption system is proposed using a large key to protect images that contain confidential information.",,,"Cryptography, Firebase, Asymmetric Encryption, React Native, Advanced Encryption Standard (AES), Firestore, Firebase Authentication, RSA-2048"
https://devfolio.co/projects/bti-fund-0f24,BTI Fund,Democratizing solar energy with blockchain-powered social investing for climate-conscious communities.,,,"Solidity, IPFS, OpenZeppelin, Next.js, Chainlink, Tailwind CSS, Hardhat, Lisk, Xellar"
https://devfolio.co/projects/depigoid-bestellformular-pdf-55cd,Depigoid bestellformular pdf,Depigoid bestellformular pdf,,,Python
https://devfolio.co/projects/innowaste-743b,InnoWaste,Rethink Your Waste,,,"Firebase, JavaScript, Swift, Objective-C, HTML/CSS, cocoa, ukiti, Rubi"
https://devfolio.co/projects/medivault-b2a8,MediVault,MediVault is a secure blockchain based platform for storage of highly sensitive and critical data related to patients that is shared among multiple facilities and agencies for effective diagnosis.,,,"Solidity, IPFS, React, MetaMask, JavaScript, Flask, Ethereum, Blockchain, Ganache, Tailwind CSS"
https://devfolio.co/projects/rozgaar-bharat-864d,Rozgaar Bharat,Employment without middlemen,,,"Node.js, Firebase, JavaScript, HTML5, CSS3, Express.js, Bootstrap​"
https://devfolio.co/projects/descrow-0d38,Descrow,A decentralized escrow protocol that facilitates secure P2P payments between trustless parties,,,"Solidity, React, OpenZeppelin, MetaMask, JavaScript, ethers.js, Hardhat, Polygon, Polygonscan, alchemy"
https://devfolio.co/projects/personal-finance-manager-97b4,Personal Finance Manager,"Make your Banking easy, in budget and safe.",,,"CSS, JavaScript, Next.js, Machine Learning, Python, Figma, Microsoft Azure"
https://devfolio.co/projects/tweereader-79e5,TweeReader,A simple extension that harnesses the power of ChatGPT to get more context on interesting tweets!,,,"JavaScript, OpenAi"
https://devfolio.co/projects/siyas-quantum-oddessy-5d5c,Siya's Quantum Oddessy,Game for learning Quantum Computing Basics,,,"Visual Studio Code, CSS, JavaScript, Git, HTML5, GitHub, Nodejs, Alan AI"
https://devfolio.co/projects/vlearn-609e,VLearn,Discover The New Way Of Learning!,,,"Node.js, Firebase, React.js, Chakra-UI, Symbl.ai"
https://devfolio.co/projects/superstream-b9e8,SuperStream,A fully decentralized livestreaming and creator platform.,,,"This project is built on POLYGON , currently deployed on Mumbai testnet.
Leverages Livepeer transcoding and cdn services for streaming and recording stream.
IPFS & Filecoin , all the profile pictures , images and videos and stored in ifps filecoin utlising web3.storage sdk.
It also uses Chainlink for live price exchange rate between MATIC and USDT when sending Tips.
It uses Superfluid for handling subscriptions"
https://devfolio.co/projects/project-manna,Project Manna,Targeted vaccine distribution strategy for maximum effectiveness,,,"React, JavaScript, Flask, Heroku, Python, d3.js, AI/ML, HTML/CSS"
https://devfolio.co/projects/roboboysmaintrack-d0de,Robo_boys_MainTrack2,Solving complex medical problems using simple AI,,,"TensorFlow, NumPy, Machine Learning, pandas, SciPy, Google Colab"
